aggregated_bs_id,type,n_base_stations,lng,lat
472,LTE,1,9.255483,45.393463
473,AGGREGATED,2,9.260304,45.3935915
474,AGGREGATED,2,9.2614954819336,45.3931149379885
475,LTE,1,9.262203,45.392782
476,LTE,1,9.2772674560547,45.396194458008
477,LTE,1,9.283475,45.394892
478,LTE,1,9.284129,45.395054
479,LTE,1,9.289367,45.39458
480,LTE,1,9.301382,45.393887
481,LTE,1,9.032993,45.404606
482,LTE,1,9.0410614013672,45.407180786133
483,LTE,1,9.1220855712891,45.400314331055
484,LTE,1,9.1248321533203,45.398941040039
485,LTE,1,9.128679,45.39696
486,AGGREGATED,2,9.1306916586914,45.395215083496
487,LTE,1,9.1344451904297,45.396194458008
488,LTE,1,9.135761,45.396137
489,AGGREGATED,8,9.13889414086915,45.395605989502
490,AGGREGATED,4,9.14233323413085,45.395159041748
491,AGGREGATED,3,9.1443564091797,45.395725055664
492,AGGREGATED,4,9.14849264819335,45.395933270752
493,AGGREGATED,3,9.151901333333337,45.39546433333334
494,LTE,1,9.15254,45.39571
495,LTE,1,9.157354,45.398567
496,AGGREGATED,2,9.1728973388672,45.397567749023
496,LTE,1,9.1728973388672,45.397567749023
497,LTE,1,9.17652,45.395669
498,LTE,1,9.197882,45.397701
499,LTE,1,9.2031097412109,45.396194458008
500,LTE,1,9.204201,45.395682
501,LTE,1,9.2099761962891,45.396194458008
502,LTE,1,9.244423,45.400543
503,LTE,1,9.253311,45.396118
504,LTE,1,9.2580413818359,45.396194458008
505,AGGREGATED,5,9.25898855273436,45.3954867832032
